customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
2463,Krystle,Jovicevic,Female,54,1/30/1978,Pharmacist,Health,Mass Customer,N,No,12
3892,Roma,Finlater,Male,19,1/29/1978,Staff Scientist,Retail,Mass Customer,N,Yes,15
3146,Fredrika,Kleinmintz,Female,79,1/28/1978,Project Manager,Property,Mass Customer,N,No,15
1394,Freemon,Perago,Male,50,1/27/1978,VP Product Management,Health,Mass Customer,N,Yes,8
1579,Madelaine,Siegertsz,Female,40,1/27/1978,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,17
424,Dennie,Eunson,Male,77,1/25/1978,Research Nurse,Health,High Net Worth,N,No,9
1904,Nert,Muglestone,Female,60,1/25/1978,Technical Writer,IT,High Net Worth,N,Yes,14
1280,Horacio,Peyntue,Male,71,1/24/1978,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,15
76,Rea,Hasser,Female,20,1/23/1978,Statistician II,Retail,High Net Worth,N,Yes,18
409,Tatiania,O'Kane,Female,84,1/23/1978,Executive Secretary,Health,Mass Customer,N,Yes,13
980,Max,Gronaver,Female,19,1/23/1978,Registered Nurse,Health,Mass Customer,N,No,8
2011,Guthrie,MacAne,Male,68,1/22/1978,VP Sales,Manufacturing,High Net Worth,N,Yes,12
1852,Darby,Shailer,Female,22,1/21/1978,Research Associate,Manufacturing,Affluent Customer,N,No,18
3085,Kaleb,Eslemont,Male,91,1/21/1978,Accountant IV,Financial Services,Affluent Customer,N,No,5
3086,Pieter,Gadesby,U,18,1/21/1978,Biostatistician I,IT,High Net Worth,N,No,10.65704063
2336,Karney,Labrone,Male,59,1/19/1978,Dental Hygienist,Health,Affluent Customer,N,No,17
1845,Pascal,Veronique,Male,34,1/16/1978,General Manager,Financial Services,Mass Customer,N,No,6
1827,Stormie,Smyth,Female,92,1/15/1978,Sales Representative,Retail,Affluent Customer,N,Yes,18
1582,Francesco,Wasson,Male,32,1/14/1978,Office Assistant III,Property,Mass Customer,N,No,4
1583,Krysta,O' Reagan,U,18,1/14/1978,Geologist IV,IT,Mass Customer,N,Yes,10.65704063
844,Tome,Tyt,Male,13,1/13/1978,Nurse Practicioner,Financial Services,High Net Worth,N,No,9
2487,Elton,Piggford,Male,92,1/13/1978,Operator,IT,Affluent Customer,N,Yes,14
1468,Adaline,Hayles,Female,37,1/10/1978,Financial Advisor,Financial Services,Mass Customer,N,No,22
3927,Conway,Heckney,Male,29,1/7/1978,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,7
3065,Winna,Brusle,Female,88,1/5/1978,Recruiter,Financial Services,High Net Worth,N,Yes,13
3289,Frederico,Spearman,Male,43,1/4/1978,Assistant Manager,Property,Mass Customer,N,No,12
3923,Shay,Rayer,Male,90,1/4/1978,Product Engineer,Financial Services,High Net Worth,N,No,16
1079,Dennie,L' Anglois,Male,70,1/3/1978,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18
3662,Pippo,Cator,Male,79,12/30/1977,Community Outreach Specialist,Retail,Mass Customer,N,No,15
2874,Delores,Ashcroft,Female,97,12/28/1977,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18
862,Worden,Fossitt,Male,83,12/27/1977,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16
3444,Kara-lynn,Bims,Female,75,12/25/1977,Nurse Practicioner,Manufacturing,Affluent Customer,N,No,7
3596,Christi,Gilluley,Female,57,12/25/1977,Executive Secretary,Retail,Mass Customer,N,No,20
251,Mala,Slay,Female,88,12/24/1977,VP Sales,Financial Services,Affluent Customer,N,Yes,10
262,Cordie,Petrelli,Male,97,12/23/1977,Dental Hygienist,Health,High Net Worth,N,Yes,10
1799,Tito,Brash,Male,81,12/23/1977,Executive Secretary,Manufacturing,Affluent Customer,N,No,17
2092,Stavros,Hazelby,Male,14,12/22/1977,Safety Technician IV,Manufacturing,High Net Worth,N,No,18
2230,Gertruda,Shrimpling,Female,53,12/22/1977,Accounting Assistant II,Financial Services,Mass Customer,N,No,19
3968,Alexandra,Kroch,Female,99,12/22/1977,Accountant II,Property,High Net Worth,N,No,22
2662,Louisette,Cullimore,Female,53,12/21/1977,Accountant IV,Property,Mass Customer,N,Yes,16
3382,Burk,Walczak,Male,90,12/17/1977,Business Systems Development Analyst,Manufacturing,High Net Worth,N,No,10
3904,Arabelle,Nevill,Female,15,12/17/1977,Sales Representative,Retail,Affluent Customer,N,No,7
440,Sheena,O'Duggan,Female,46,12/16/1977,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10
1347,Leisha,Signoret,Female,14,12/16/1977,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,14
3487,Amalee,Sanderson,Female,4,12/15/1977,Analyst Programmer,Health,High Net Worth,N,No,18
2618,Jay,Prue,Male,85,12/14/1977,Administrative Assistant IV,Health,Mass Customer,N,No,4
350,Carmela,Jesper,Female,47,12/9/1977,Clinical Specialist,Health,Mass Customer,N,Yes,9
1625,Caryl,Clara,Male,20,12/9/1977,Information Systems Manager,Property,Mass Customer,N,Yes,10
264,Jedd,Spiby,Male,31,12/7/1977,Technical Writer,Health,Mass Customer,N,No,11
3745,Randy,Duligall,Female,90,12/5/1977,Dental Hygienist,Health,Mass Customer,N,Yes,20
2819,Clyve,Starmont,Male,63,12/4/1977,Executive Secretary,Manufacturing,Affluent Customer,N,No,14
3176,Rafe,Antoniak,Male,60,12/4/1977,Physical Therapy Assistant,Health,Affluent Customer,N,No,16
24,Kim,Skpsey,Female,55,12/3/1977,Research Assistant I,Argiculture,Mass Customer,N,Yes,15
2790,Shirleen,Shelsher,Female,16,12/1/1977,Account Representative IV,Retail,High Net Worth,N,Yes,20
3458,Alejandro,Shakelade,Male,35,12/1/1977,Web Developer III,Manufacturing,High Net Worth,N,Yes,19
695,Kevan,Kubal,Male,36,11/30/1977,Engineer II,Health,High Net Worth,N,No,11
832,Shaun,Murphey,Male,30,11/30/1977,Research Assistant IV,Retail,Mass Customer,N,No,14
2654,Dawn,Yakovitch,Female,83,11/28/1977,Tax Accountant,Telecommunications,Mass Customer,N,No,13
761,Vaughan,McCromley,Male,12,11/27/1977,Media Manager II,Health,Affluent Customer,N,Yes,4
2968,Lek,Viel,Male,38,11/25/1977,Human Resources Assistant III,Retail,High Net Worth,N,No,16
3934,Cherice,Wehner,Female,38,11/25/1977,Sales Associate,Manufacturing,Mass Customer,N,Yes,16
3935,Teodor,Alfonsini,U,72,11/25/1977,Paralegal,IT,High Net Worth,N,Yes,10.65704063
3447,Linell,Tidy,Female,43,11/23/1977,Software Consultant,Financial Services,High Net Worth,N,No,17
285,Julee,Janovsky,Female,3,11/19/1977,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12
1665,Witty,Lauthian,Male,48,11/18/1977,Quality Engineer,Telecommunications,Mass Customer,N,No,11
3940,Anna,Warmington,Female,9,11/18/1977,Sales Representative,Retail,Mass Customer,N,No,9
1539,Filberte,Godmer,Male,3,11/17/1977,Account Executive,Health,Mass Customer,N,Yes,16
1274,Emmerich,Tinkler,Male,12,11/16/1977,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20
1304,Emmy,Lumbly,Male,23,11/16/1977,Administrative Assistant III,Argiculture,High Net Worth,N,No,11
994,Rhetta,Kupker,Female,62,11/14/1977,Librarian,Entertainment,Affluent Customer,N,Yes,5
3538,Kerby,Nassie,Male,19,11/14/1977,Marketing Manager,Health,Mass Customer,N,No,8
1831,Lisle,Yokel,Male,58,11/13/1977,Social Worker,Health,Mass Customer,N,No,15
226,Bondie,Letty,Male,96,11/11/1977,Database Administrator IV,Manufacturing,Mass Customer,N,No,20
1507,Holmes,Benkin,Male,97,11/10/1977,Clinical Specialist,Manufacturing,High Net Worth,N,Yes,22
36,Lurette,Stonnell,Female,33,11/9/1977,VP Quality Control,Health,Affluent Customer,N,No,22
1340,Crawford,Dreini,Male,16,11/5/1977,Statistician I,IT,High Net Worth,N,No,18
1840,Sherman,Gullen,Male,22,11/4/1977,Staff Scientist,Argiculture,High Net Worth,N,Yes,20
1962,Paddie,Grunder,Male,13,11/1/1977,Sales Representative,Retail,Mass Customer,N,Yes,22
2796,Margette,Vidyapin,Female,52,11/1/1977,Web Designer II,Manufacturing,Mass Customer,N,No,9
3733,Shelden,Rodenburg,Male,70,11/1/1977,Help Desk Technician,Manufacturing,Mass Customer,N,No,11
3027,Augy,Rudall,Male,83,10/30/1977,Research Nurse,Health,Mass Customer,N,Yes,5
3371,Josey,Alves,Female,56,10/30/1977,Analyst Programmer,Retail,Mass Customer,N,No,17
1674,Rahal,Woodman,Female,97,10/26/1977,Civil Engineer,Manufacturing,High Net Worth,N,No,20
2403,Karalee,Tremlett,Female,41,10/25/1977,Technical Writer,Financial Services,Affluent Customer,N,No,12
650,Matthew,Petschelt,Male,81,10/24/1977,Assistant Manager,Health,Mass Customer,N,No,13
809,Nevsa,Washtell,Female,83,10/23/1977,Biostatistician III,Health,Mass Customer,N,No,18
1479,Avrom,Clougher,Male,25,10/20/1977,Help Desk Technician,Argiculture,Mass Customer,N,No,21
1869,Neda,Longfellow,Female,73,10/19/1977,Geologist IV,Financial Services,High Net Worth,N,Yes,9
2977,Ottilie,Filkov,Female,28,10/16/1977,Community Outreach Specialist,Health,Affluent Customer,N,No,18
261,Marve,Pryn,Male,74,10/15/1977,Structural Engineer,Health,Mass Customer,N,No,8
2257,Siward,Corradino,Male,27,10/13/1977,Librarian,Entertainment,Mass Customer,N,No,15
2947,Standford,Sauter,Male,75,10/13/1977,Internal Auditor,Manufacturing,Mass Customer,N,No,11
1734,Adriana,Cullerne,Female,88,10/10/1977,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11
2455,Kathe,Heatlie,Female,64,10/9/1977,Sales Associate,Manufacturing,Mass Customer,N,No,21
2177,Waverly,Creebo,Male,35,10/8/1977,Social Worker,Health,Mass Customer,N,No,9
1678,Dale,Hursey,Female,20,10/7/1977,Programmer II,Financial Services,High Net Worth,N,Yes,13
2001,Mada,Martinho,Female,21,10/6/1977,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3
3962,Benoit,Caser,Male,17,10/6/1977,Project Manager,Argiculture,High Net Worth,N,Yes,14
1977,Myrtia,Paschke,Female,28,10/4/1977,Dental Hygienist,Manufacturing,Mass Customer,N,Yes,5
1021,Elvis,Rixon,Male,16,10/2/1977,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7
1051,Xylia,Lange,Female,34,9/29/1977,Help Desk Technician,Property,High Net Worth,N,Yes,14
2278,Gerri,Heliet,Male,11,9/25/1977,Product Engineer,Health,Affluent Customer,N,Yes,8
2951,Duffy,Godbehere,Male,13,9/25/1977,Community Outreach Specialist,Financial Services,High Net Worth,N,No,12
1928,Sully,Dorling,Male,2,9/24/1977,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13
2242,Elsy,Springell,Female,25,9/24/1977,VP Sales,Financial Services,Mass Customer,N,Yes,21
1795,Wally,Rebbeck,Male,40,9/21/1977,Internal Auditor,Manufacturing,Affluent Customer,N,No,7
2949,Alexa,Simanek,Female,68,9/21/1977,Software Engineer I,Telecommunications,Mass Customer,N,No,17
2903,Avery,Adamov,Male,47,9/20/1977,Operator,Manufacturing,Affluent Customer,N,Yes,9
1957,Gary,Eager,Male,1,9/19/1977,Accountant IV,Property,Affluent Customer,N,No,4
2372,Jim,Shoppee,Male,14,9/10/1977,Clinical Specialist,Health,Affluent Customer,N,No,10
2570,Hirsch,Peele,Male,13,9/10/1977,Professor,Financial Services,Mass Customer,N,Yes,18
1647,Ivory,Roscam,Female,21,9/9/1977,VP Accounting,Financial Services,High Net Worth,N,Yes,17
962,Granger,Tuftin,Male,49,9/7/1977,VP Product Management,Financial Services,High Net Worth,N,Yes,17
1209,Jacky,Jerosch,Male,40,9/6/1977,Senior Developer,Property,High Net Worth,N,Yes,11
1210,Shandie,Sprigg,U,81,9/6/1977,Programmer II,IT,Mass Customer,N,No,10.65704063
1545,Carver,Saturley,Male,34,9/6/1977,Associate Professor,Health,Mass Customer,N,Yes,15
2043,Veronike,Clampett,Female,67,9/5/1977,Software Consultant,Health,Mass Customer,N,No,7
2644,Brooke,Alastair,Male,72,9/3/1977,VP Sales,IT,Mass Customer,N,No,12
1136,Ivan,Blackhall,Male,72,8/31/1977,Executive Secretary,Property,High Net Worth,N,No,7
744,Heinrik,Morican,Male,54,8/30/1977,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14
2387,Roy,Jone,Male,33,8/30/1977,Nurse,Financial Services,High Net Worth,N,Yes,9
898,Reyna,Braizier,Female,53,8/28/1977,General Manager,Financial Services,Affluent Customer,N,No,16
1901,Vail,Southernwood,Male,40,8/22/1977,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,No,8
2202,Diannne,Neissen,Female,46,8/19/1977,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8
2595,Land,Bangley,Male,56,8/17/1977,Nurse Practicioner,Manufacturing,Affluent Customer,N,Yes,8
3805,Margaret,McSperrin,Female,52,8/16/1977,Software Test Engineer II,Property,Affluent Customer,N,No,4
561,Karin,Burkill,Female,99,8/15/1977,Tax Accountant,Health,Mass Customer,N,No,12
619,Finn,Dahlman,Male,39,8/14/1977,Speech Pathologist,Property,Mass Customer,N,No,20
1006,Norbert,Gotcher,Male,15,8/10/1977,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19
2582,Harv,Pavey,Male,98,8/10/1977,Director of Sales,Health,Mass Customer,N,No,7
3196,Teddi,Adcocks,Female,11,8/4/1977,Engineer IV,Health,Mass Customer,N,No,8
3891,Amalea,Elcy,Female,61,8/1/1977,Staff Accountant II,Retail,High Net Worth,N,Yes,7
2401,Drake,Riguard,Male,7,7/31/1977,Staff Scientist,Property,Mass Customer,N,Yes,15
1453,Ahmed,Hamber,Male,54,7/30/1977,Computer Systems Analyst I,Health,High Net Worth,N,No,13
153,Lorilyn,Walshe,Female,73,7/28/1977,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12
1656,Constantin,Rodrigues,Male,59,7/22/1977,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,7
3001,Gal,Waleran,Male,48,7/22/1977,Engineer IV,Argiculture,Mass Customer,N,No,20
3238,Sauveur,Edmands,Male,23,7/20/1977,Executive Secretary,Retail,Mass Customer,N,No,14
128,Isidro,Cypler,Male,73,7/17/1977,Systems Administrator III,Property,Mass Customer,N,Yes,12
3969,Randee,Penchen,Female,93,7/16/1977,Accountant II,Manufacturing,Affluent Customer,N,Yes,10
3649,Jayne,Gawthrope,Female,66,7/12/1977,Office Assistant II,Property,Mass Customer,N,Yes,12
1387,Natalee,Comport,Female,33,7/11/1977,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,4
3756,Barry,Garnar,Male,22,7/8/1977,Information Systems Manager,Financial Services,Affluent Customer,N,No,10
3635,Elset,Kornas,Female,51,7/6/1977,VP Marketing,Retail,High Net Worth,N,No,9
3918,Rosalia,Skedge,Female,52,7/5/1977,Junior Executive,Manufacturing,High Net Worth,N,No,18
3812,Sophie,Druhan,Female,91,7/4/1977,VP Product Management,Retail,Mass Customer,N,Yes,12
1137,Jermayne,Hryniewicki,Male,46,7/3/1977,Business Systems Development Analyst,Property,Mass Customer,N,No,18
1533,Sonia,Rous,Female,59,7/2/1977,Social Worker,Health,Affluent Customer,N,Yes,8
1834,Otes,Gottelier,Male,84,6/30/1977,Director of Sales,Financial Services,High Net Worth,N,Yes,11
2904,Freddi,Arrington,Female,26,6/30/1977,Software Test Engineer III,Manufacturing,High Net Worth,N,Yes,11
1129,Hercule,Longman,Male,2,6/29/1977,VP Marketing,Entertainment,Mass Customer,N,Yes,9
3472,Dionysus,McCarlie,Male,10,6/27/1977,VP Marketing,Retail,Affluent Customer,N,Yes,18
3473,Sanderson,Alloway,U,34,6/27/1977,Analog Circuit Design manager,IT,Mass Customer,N,No,10.65704063
923,Garrek,Grimwade,Male,44,6/26/1977,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19
3345,Hersch,Gilkes,Male,83,6/23/1977,Software Consultant,Financial Services,High Net Worth,N,No,12
3669,Maynard,Isaq,Male,11,6/18/1977,Design Engineer,Manufacturing,Affluent Customer,N,No,18
133,Eldridge,Fiddeman,Male,12,6/13/1977,VP Accounting,Financial Services,Mass Customer,N,Yes,16
1064,Thornie,Andrusov,Male,3,6/13/1977,Librarian,Entertainment,Affluent Customer,N,Yes,8
501,Henrieta,MacClancey,Female,94,6/10/1977,Environmental Specialist,Retail,High Net Worth,N,No,19
2839,Jaime,Dikelin,Female,12,6/7/1977,Assistant Media Planner,Entertainment,Mass Customer,N,No,10
394,Roanne,Cowthard,Female,70,6/6/1977,Legal Assistant,Health,High Net Worth,N,Yes,16
2944,Kimball,Scutter,Male,45,6/5/1977,Environmental Specialist,Manufacturing,Affluent Customer,N,No,7
402,Berne,Donegan,Male,9,6/3/1977,Desktop Support Technician,Retail,Affluent Customer,N,No,22
1186,Brantley,Cecchi,Male,70,5/28/1977,Help Desk Operator,Manufacturing,Affluent Customer,N,Yes,20
1876,Borden,Wooles,Male,16,5/28/1977,Recruiting Manager,Financial Services,Affluent Customer,N,No,21
1613,Ernesta,Billany,Female,18,5/25/1977,Media Manager II,Property,Mass Customer,N,No,19
861,Rebekah,Dmych,Female,73,5/24/1977,Senior Financial Analyst,Financial Services,High Net Worth,N,No,17
576,Bart,Eakle,Male,98,5/19/1977,Recruiter,Retail,Mass Customer,N,Yes,7
2688,Shelden,Lorent,Male,53,5/18/1977,Database Administrator III,Property,Mass Customer,N,No,13
5,Sheila-kathryn,Calton,Female,56,5/13/1977,Senior Editor,IT,Affluent Customer,N,Yes,8
757,Kinsley,Klimus,Male,91,5/13/1977,Environmental Tech,Financial Services,Mass Customer,N,No,18
2444,Emmet,Cristoforo,Male,22,5/13/1977,Associate Professor,Manufacturing,High Net Worth,N,No,11
2670,Cam,MacFadyen,Male,53,5/13/1977,VP Accounting,Financial Services,High Net Worth,N,Yes,18
2491,Tabbie,Turone,Male,74,5/8/1977,Clinical Specialist,Health,Mass Customer,N,No,14
1728,Pryce,Larner,Male,41,5/4/1977,Paralegal,Financial Services,Affluent Customer,N,No,22
428,Freida,Everil,Female,0,5/3/1977,Structural Engineer,Health,High Net Worth,N,Yes,14
2475,Cammi,Ambrogioni,Female,68,5/2/1977,Quality Control Specialist,Argiculture,Mass Customer,N,No,20
3776,Kennie,Baszniak,Male,46,5/2/1977,Recruiter,Retail,Mass Customer,N,Yes,19
2437,Simonette,Cressingham,Female,90,5/1/1977,Marketing Manager,Financial Services,Mass Customer,N,Yes,18
3516,Diarmid,Vearnals,Male,93,4/30/1977,Accounting Assistant IV,Property,Mass Customer,N,Yes,15
2036,Alix,Gilliland,Female,11,4/29/1977,VP Marketing,Health,Mass Customer,N,No,17
3409,Abbey,Nellen,Female,75,4/29/1977,Desktop Support Technician,Argiculture,Mass Customer,N,No,16
3025,Osgood,Stolting,Male,27,4/23/1977,Compensation Analyst,Financial Services,Mass Customer,N,Yes,9
2332,Jeff,Goodere,Male,99,4/20/1977,Developer III,Property,High Net Worth,N,Yes,10
2894,Gilburt,Pothecary,Male,91,4/19/1977,Geologist III,Financial Services,Mass Customer,N,Yes,22
3036,Windy,Orehead,Female,24,4/17/1977,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,11
2156,Darill,Mowday,Male,96,4/8/1977,Desktop Support Technician,Retail,Mass Customer,N,Yes,18
1224,Aundrea,Reisenberg,Female,9,4/4/1977,Junior Executive,Manufacturing,Mass Customer,N,No,16
1666,Launce,Lording,Male,73,4/2/1977,Recruiting Manager,Telecommunications,Mass Customer,N,No,14
3009,Hephzibah,Cliffe,Female,11,4/2/1977,Staff Scientist,Health,High Net Worth,N,Yes,14
411,Cathyleen,Bern,Female,84,3/31/1977,Director of Sales,Financial Services,High Net Worth,N,No,12
42,Chiquita,Durnall,Female,24,3/28/1977,Accountant III,Manufacturing,Mass Customer,N,No,18
302,Laurice,Colgrave,Female,32,3/27/1977,Assistant Professor,Health,Mass Customer,N,No,13
2477,Barney,Tilling,Male,25,3/23/1977,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,10
1309,Adlai,Fabry,Male,95,3/22/1977,VP Marketing,Health,Mass Customer,N,No,13
2602,Jessamine,Butcher,Female,46,3/22/1977,Structural Analysis Engineer,Health,Mass Customer,N,No,3
2641,Vina,Tackell,Female,71,3/22/1977,Software Test Engineer I,Entertainment,Mass Customer,N,Yes,12
2642,Arabelle,Rentelll,U,36,3/22/1977,VP Accounting,Financial Services,High Net Worth,N,No,10.65704063
3670,Leupold,Bernardini,Male,62,3/20/1977,Programmer Analyst III,Financial Services,Affluent Customer,N,Yes,17
764,Samuel,Stiff,Male,40,3/16/1977,Environmental Tech,Financial Services,Mass Customer,N,Yes,22
473,Benji,O'Shirine,Male,2,3/13/1977,Junior Executive,Health,Mass Customer,N,Yes,20
225,Brittaney,Pring,Female,84,3/11/1977,Pharmacist,Health,Affluent Customer,N,No,13
322,De,Denington,Female,19,3/10/1977,Research Associate,Financial Services,Mass Customer,N,Yes,11
1657,Stanwood,Troillet,Male,11,3/8/1977,Computer Systems Analyst III,Financial Services,Mass Customer,N,No,5
1441,Renae,Burns,Female,23,3/7/1977,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,No,5
1940,Gabriellia,Coulter,Female,52,3/2/1977,Teacher,Manufacturing,High Net Worth,N,Yes,8
2838,Lydie,Scholfield,Female,14,3/1/1977,Payment Adjustment Coordinator,Retail,High Net Worth,N,No,21
3424,Vale,Whittuck,Female,39,2/28/1977,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,11
16,Harlin,Parr,Male,38,2/27/1977,Media Manager IV,Manufacturing,Mass Customer,N,Yes,18
824,Fleurette,Whardley,Female,97,2/27/1977,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12
1842,Ephrayim,Beville,Male,89,2/27/1977,Accountant IV,Financial Services,Mass Customer,N,No,8
1816,Lonni,Andrichak,Female,68,2/25/1977,Graphic Designer,Argiculture,Mass Customer,N,No,18
387,Spike,Thieme,Male,34,2/19/1977,Administrative Officer,Financial Services,Mass Customer,N,No,22
993,Reine,Semken,Female,71,2/18/1977,Account Coordinator,Argiculture,High Net Worth,N,No,17
3161,Cindie,Naldrett,Female,71,2/16/1977,Media Manager IV,Financial Services,Mass Customer,N,Yes,4
3305,Neddy,La Grange,Male,25,2/16/1977,Senior Developer,Health,Mass Customer,N,Yes,11
3448,Roderich,Mixer,Male,26,2/16/1977,Software Consultant,Financial Services,High Net Worth,N,No,9
2059,Kylen,Gimson,Female,21,2/15/1977,Graphic Designer,Argiculture,High Net Worth,N,No,12
2638,Moritz,Brognot,Male,1,2/10/1977,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15
2522,Benton,MacGragh,Male,42,2/3/1977,VP Marketing,Manufacturing,High Net Worth,N,No,14
1451,Courtney,Meas,Female,32,2/1/1977,Junior Executive,Argiculture,Mass Customer,N,Yes,16
1597,Jeffry,Slowly,Male,93,2/1/1977,Nurse Practicioner,Retail,Affluent Customer,N,No,14
2770,Olvan,Loadwick,Male,24,1/30/1977,VP Quality Control,Manufacturing,High Net Worth,N,Yes,13
197,Avis,Odhams,Female,32,1/27/1977,Assistant Media Planner,Manufacturing,High Net Worth,N,No,5
1752,Diane,Busk,Female,92,1/27/1977,Systems Administrator II,Health,Mass Customer,N,No,17
784,Frederik,Duckett,Male,10,1/24/1977,Accounting Assistant III,IT,High Net Worth,N,Yes,22
1299,Maddy,Aiskovitch,Female,72,1/17/1977,Media Manager IV,Health,Affluent Customer,N,No,12
2907,Erik,MacKnocker,Male,89,1/15/1977,Senior Financial Analyst,Financial Services,High Net Worth,N,No,8
1161,Sibylle,Cutsforth,Female,86,1/14/1977,Senior Quality Engineer,Retail,Mass Customer,N,No,15
672,Kleon,Pallatina,Male,53,1/12/1977,Analog Circuit Design manager,Retail,High Net Worth,N,No,12
1164,Gilligan,Mowat,Female,97,1/9/1977,Food Chemist,Health,Mass Customer,N,Yes,17
3734,Trixi,Wickes,Female,46,1/7/1977,Help Desk Technician,Manufacturing,Mass Customer,N,No,21
820,Cecilia,Chipchase,Female,12,1/6/1977,Financial Analyst,Financial Services,High Net Worth,N,No,16
2745,Moyra,Mount,Female,8,1/6/1977,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,18
1932,Sybila,Enefer,Female,98,1/3/1977,Librarian,Entertainment,Affluent Customer,N,Yes,3
3369,Cathrin,Rosencrantz,Female,90,1/2/1977,Research Associate,Financial Services,Mass Customer,N,No,10
2678,Amble,Tandy,Male,33,12/30/1976,Sales Associate,Health,Mass Customer,N,No,11
1860,Holly-anne,Hamman,Female,4,12/28/1976,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,17
235,Leona,Phateplace,Female,30,12/26/1976,Social Worker,Health,Mass Customer,N,No,15
2661,Dorrie,Meaden,Female,59,12/26/1976,VP Marketing,Financial Services,High Net Worth,N,Yes,12
3155,Tiphani,Fritz,Female,88,12/25/1976,Office Assistant I,IT,Affluent Customer,N,Yes,21
3656,Talia,Sidnell,Female,14,12/24/1976,VP Sales,Property,Mass Customer,N,Yes,3
1801,Bendix,Olivella,Male,48,12/23/1976,Legal Assistant,Manufacturing,Affluent Customer,N,No,21
3659,Farra,Catto,Female,76,12/23/1976,VP Sales,Financial Services,High Net Worth,N,No,10
675,Sharl,Wiggin,Female,37,12/19/1976,Administrative Assistant I,Financial Services,Mass Customer,N,Yes,17
1756,Daron,Panyer,Female,92,12/17/1976,Junior Executive,Property,High Net Worth,N,No,7
2718,Vernen,Hakonsen,Male,69,12/12/1976,Software Test Engineer II,Health,High Net Worth,N,Yes,14
3392,Brock,Ride,Male,41,12/12/1976,Tax Accountant,Financial Services,Mass Customer,N,No,10
2028,Cathy,Parmley,Female,25,12/10/1976,Director of Sales,Retail,Affluent Customer,N,Yes,18
2317,Alwin,Cuberley,Male,97,12/7/1976,Tax Accountant,Health,Mass Customer,N,Yes,16
25,Geoff,Assaf,Male,72,12/2/1976,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21
3986,Oralle,Petrello,Female,1,12/1/1976,Social Worker,Health,Mass Customer,N,No,21
2702,Saraann,Gilliard,Female,34,11/30/1976,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11
1418,Valaria,Hugh,Female,80,11/29/1976,Senior Sales Associate,IT,Affluent Customer,N,Yes,21
2811,Sharia,Allkins,Female,29,11/29/1976,Internal Auditor,Property,Mass Customer,N,No,22
395,Penn,Burkinshaw,Male,28,11/27/1976,Data Coordiator,Retail,High Net Worth,N,Yes,9
1848,Dev,Caghan,Male,22,11/25/1976,Information Systems Manager,Manufacturing,Mass Customer,N,No,9
1787,Tull,Godehard.sf,Male,2,11/21/1976,Executive Secretary,Retail,High Net Worth,N,Yes,13
717,Basilius,Spieck,Male,65,11/20/1976,VP Product Management,Manufacturing,Mass Customer,N,Yes,11
778,Stacy,Pozzi,Male,24,11/17/1976,Assistant Professor,Manufacturing,High Net Worth,N,No,13
3174,Odele,Blackmore,Female,67,11/16/1976,Research Associate,Financial Services,Affluent Customer,N,No,9
924,Clementius,Hambric,Male,33,11/8/1976,Computer Systems Analyst II,Financial Services,Affluent Customer,N,No,13
3184,Marlee,Brundle,Female,2,11/8/1976,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7
522,Lynnelle,Comettoi,Female,64,11/5/1976,Senior Financial Analyst,Health,Affluent Customer,N,Yes,16
3882,Nona,Tubb,Female,18,11/5/1976,Human Resources Assistant III,Health,Mass Customer,N,Yes,9
